probability p,quantile(p)
0.9546,1.691192725
0.95461,1.691297486
0.95462,1.691402265
0.95463,1.691507063
0.95464,1.691611879
0.95465,1.691716714
0.95466,1.691821568
0.95467,1.69192644
0.95468,1.692031331
0.95469,1.69213624
0.9547,1.692241168
0.95471,1.692346115
0.95472,1.69245108
0.95473,1.692556064
0.95474,1.692661067
0.95475,1.692766088
0.95476,1.692871128
0.95477,1.692976187
0.95478,1.693081264
0.95479,1.69318636
0.9548,1.693291475
0.95481,1.693396609
0.95482,1.693501761
0.95483,1.693606932
0.95484,1.693712121
0.95485,1.69381733
0.95486,1.693922557
0.95487,1.694027803
0.95488,1.694133067
0.95489,1.694238351
0.9549,1.694343653
0.95491,1.694448974
0.95492,1.694554314
0.95493,1.694659673
0.95494,1.69476505
0.95495,1.694870446
0.95496,1.694975861
0.95497,1.695081295
0.95498,1.695186748
0.95499,1.69529222
0.955,1.69539771
0.95501,1.69550322
0.95502,1.695608748
0.95503,1.695714295
0.95504,1.695819861
0.95505,1.695925446
0.95506,1.69603105
0.95507,1.696136673
0.95508,1.696242314
0.95509,1.696347975
0.9551,1.696453654
0.95511,1.696559353
0.95512,1.69666507
0.95513,1.696770807
0.95514,1.696876562
0.95515,1.696982337
0.95516,1.69708813
0.95517,1.697193942
0.95518,1.697299774
0.95519,1.697405624
0.9552,1.697511494
0.95521,1.697617382
0.95522,1.69772329
0.95523,1.697829216
0.95524,1.697935162
0.95525,1.698041126
0.95526,1.69814711
0.95527,1.698253113
0.95528,1.698359135
0.95529,1.698465176
0.9553,1.698571236
0.95531,1.698677315
0.95532,1.698783413
0.95533,1.698889531
0.95534,1.698995667
0.95535,1.699101823
0.95536,1.699207998
0.95537,1.699314192
0.95538,1.699420405
0.95539,1.699526637
0.9554,1.699632889
0.95541,1.69973916
0.95542,1.69984545
0.95543,1.699951759
0.95544,1.700058087
0.95545,1.700164435
0.95546,1.700270801
0.95547,1.700377187
0.95548,1.700483593
0.95549,1.700590017
0.9555,1.700696461
0.95551,1.700802924
0.95552,1.700909407
0.95553,1.701015908
0.95554,1.701122429
0.95555,1.701228969
0.95556,1.701335529
0.95557,1.701442108
0.95558,1.701548706
0.95559,1.701655324
0.9556,1.701761961
0.95561,1.701868617
0.95562,1.701975293
0.95563,1.702081988
0.95564,1.702188702
0.95565,1.702295436
0.95566,1.702402189
0.95567,1.702508962
0.95568,1.702615753
0.95569,1.702722565
0.9557,1.702829396
0.95571,1.702936246
0.95572,1.703043116
0.95573,1.703150005
0.95574,1.703256914
0.95575,1.703363842
0.95576,1.703470789
0.95577,1.703577756
0.95578,1.703684743
0.95579,1.703791749
0.9558,1.703898775
0.95581,1.70400582
0.95582,1.704112884
0.95583,1.704219969
0.95584,1.704327072
0.95585,1.704434196
0.95586,1.704541338
0.95587,1.704648501
0.95588,1.704755683
0.95589,1.704862884
0.9559,1.704970106
0.95591,1.705077346
0.95592,1.705184607
0.95593,1.705291887
0.95594,1.705399186
0.95595,1.705506506
0.95596,1.705613845
0.95597,1.705721203
0.95598,1.705828581
0.95599,1.705935979
0.956,1.706043397
0.95601,1.706150834
0.95602,1.706258291
0.95603,1.706365768
0.95604,1.706473264
0.95605,1.70658078
0.95606,1.706688316
0.95607,1.706795872
0.95608,1.706903447
0.95609,1.707011042
0.9561,1.707118657
0.95611,1.707226292
0.95612,1.707333946
0.95613,1.70744162
0.95614,1.707549314
0.95615,1.707657028
0.95616,1.707764762
0.95617,1.707872515
0.95618,1.707980289
0.95619,1.708088082
0.9562,1.708195895
0.95621,1.708303728
0.95622,1.70841158
0.95623,1.708519453
0.95624,1.708627345
0.95625,1.708735258
0.95626,1.70884319
0.95627,1.708951142
0.95628,1.709059114
0.95629,1.709167106
0.9563,1.709275118
0.95631,1.70938315
0.95632,1.709491202
0.95633,1.709599274
0.95634,1.709707366
0.95635,1.709815478
0.95636,1.709923609
0.95637,1.710031761
0.95638,1.710139933
0.95639,1.710248125
0.9564,1.710356336
0.95641,1.710464568
0.95642,1.71057282
0.95643,1.710681092
0.95644,1.710789384
0.95645,1.710897696
0.95646,1.711006028
0.95647,1.71111438
0.95648,1.711222753
0.95649,1.711331145
0.9565,1.711439558
0.95651,1.71154799
0.95652,1.711656443
0.95653,1.711764916
0.95654,1.711873409
0.95655,1.711981922
0.95656,1.712090456
0.95657,1.712199009
0.95658,1.712307583
0.95659,1.712416177
0.9566,1.712524791
0.95661,1.712633425
0.95662,1.71274208
0.95663,1.712850754
0.95664,1.712959449
0.95665,1.713068165
0.95666,1.7131769
0.95667,1.713285656
0.95668,1.713394432
0.95669,1.713503228
0.9567,1.713612045
0.95671,1.713720881
0.95672,1.713829739
0.95673,1.713938616
0.95674,1.714047514
0.95675,1.714156432
0.95676,1.71426537
0.95677,1.714374329
0.95678,1.714483308
0.95679,1.714592308
0.9568,1.714701328
0.95681,1.714810368
0.95682,1.714919429
0.95683,1.71502851
0.95684,1.715137611
0.95685,1.715246733
0.95686,1.715355876
0.95687,1.715465038
0.95688,1.715574222
0.95689,1.715683425
0.9569,1.715792649
0.95691,1.715901894
0.95692,1.716011159
0.95693,1.716120445
0.95694,1.716229751
0.95695,1.716339077
0.95696,1.716448425
0.95697,1.716557792
0.95698,1.71666718
0.95699,1.716776589
0.957,1.716886018
0.95701,1.716995468
0.95702,1.717104939
0.95703,1.71721443
0.95704,1.717323941
0.95705,1.717433473
0.95706,1.717543026
0.95707,1.7176526
0.95708,1.717762194
0.95709,1.717871808
0.9571,1.717981444
0.95711,1.7180911
0.95712,1.718200776
0.95713,1.718310474
0.95714,1.718420192
0.95715,1.71852993
0.95716,1.71863969
0.95717,1.71874947
0.95718,1.718859271
0.95719,1.718969092
0.9572,1.719078934
0.95721,1.719188797
0.95722,1.719298681
0.95723,1.719408586
0.95724,1.719518511
0.95725,1.719628457
0.95726,1.719738424
0.95727,1.719848412
0.95728,1.71995842
0.95729,1.720068449
0.9573,1.7201785
0.95731,1.72028857
0.95732,1.720398662
0.95733,1.720508775
0.95734,1.720618909
0.95735,1.720729063
0.95736,1.720839238
0.95737,1.720949434
0.95738,1.721059651
0.95739,1.721169889
0.9574,1.721280148
0.95741,1.721390428
0.95742,1.721500729
0.95743,1.721611051
0.95744,1.721721393
0.95745,1.721831757
0.95746,1.721942142
0.95747,1.722052547
0.95748,1.722162974
0.95749,1.722273422
0.9575,1.72238389
0.95751,1.72249438
0.95752,1.722604891
0.95753,1.722715422
0.95754,1.722825975
0.95755,1.722936549
0.95756,1.723047144
0.95757,1.72315776
0.95758,1.723268397
0.95759,1.723379055
0.9576,1.723489734
0.95761,1.723600435
0.95762,1.723711156
0.95763,1.723821899
0.95764,1.723932663
0.95765,1.724043448
0.95766,1.724154254
0.95767,1.724265081
0.95768,1.72437593
0.95769,1.724486799
0.9577,1.72459769
0.95771,1.724708602
0.95772,1.724819536
0.95773,1.72493049
0.95774,1.725041466
0.95775,1.725152463
0.95776,1.725263481
0.95777,1.725374521
0.95778,1.725485582
0.95779,1.725596664
0.9578,1.725707767
0.95781,1.725818892
0.95782,1.725930038
0.95783,1.726041205
0.95784,1.726152394
0.95785,1.726263604
0.95786,1.726374835
0.95787,1.726486088
0.95788,1.726597362
0.95789,1.726708658
0.9579,1.726819975
0.95791,1.726931313
0.95792,1.727042673
0.95793,1.727154054
0.95794,1.727265456
0.95795,1.72737688
0.95796,1.727488326
0.95797,1.727599793
0.95798,1.727711281
0.95799,1.727822791
0.958,1.727934322
0.95801,1.728045875
0.95802,1.72815745
0.95803,1.728269045
0.95804,1.728380663
0.95805,1.728492302
0.95806,1.728603962
0.95807,1.728715644
0.95808,1.728827348
0.95809,1.728939073
0.9581,1.72905082
0.95811,1.729162588
0.95812,1.729274378
0.95813,1.72938619
0.95814,1.729498023
0.95815,1.729609878
0.95816,1.729721754
0.95817,1.729833653
0.95818,1.729945572
0.95819,1.730057514
0.9582,1.730169477
0.95821,1.730281462
0.95822,1.730393469
0.95823,1.730505497
0.95824,1.730617547
0.95825,1.730729619
0.95826,1.730841712
0.95827,1.730953827
0.95828,1.731065964
0.95829,1.731178123
0.9583,1.731290304
0.95831,1.731402506
0.95832,1.73151473
0.95833,1.731626976
0.95834,1.731739244
0.95835,1.731851533
0.95836,1.731963845
0.95837,1.732076178
0.95838,1.732188533
0.95839,1.73230091
0.9584,1.732413309
0.95841,1.73252573
0.95842,1.732638173
0.95843,1.732750637
0.95844,1.732863124
0.95845,1.732975632
0.95846,1.733088163
0.95847,1.733200715
0.95848,1.733313289
0.95849,1.733425886
0.9585,1.733538504
0.95851,1.733651144
0.95852,1.733763806
0.95853,1.733876491
0.95854,1.733989197
0.95855,1.734101925
0.95856,1.734214676
0.95857,1.734327448
0.95858,1.734440242
0.95859,1.734553059
0.9586,1.734665898
0.95861,1.734778758
0.95862,1.734891641
0.95863,1.735004546
0.95864,1.735117473
0.95865,1.735230422
0.95866,1.735343394
0.95867,1.735456387
0.95868,1.735569403
0.95869,1.73568244
0.9587,1.7357955
0.95871,1.735908583
0.95872,1.736021687
0.95873,1.736134814
0.95874,1.736247962
0.95875,1.736361133
0.95876,1.736474327
0.95877,1.736587542
0.95878,1.73670078
0.95879,1.73681404
0.9588,1.736927323
0.95881,1.737040627
0.95882,1.737153954
0.95883,1.737267303
0.95884,1.737380675
0.95885,1.737494069
0.95886,1.737607485
0.95887,1.737720924
0.95888,1.737834385
0.95889,1.737947868
0.9589,1.738061374
0.95891,1.738174902
0.95892,1.738288453
0.95893,1.738402026
0.95894,1.738515621
0.95895,1.738629239
0.95896,1.738742879
0.95897,1.738856542
0.95898,1.738970227
0.95899,1.739083935
0.959,1.739197665
0.95901,1.739311418
0.95902,1.739425193
0.95903,1.739538991
0.95904,1.739652811
0.95905,1.739766654
0.95906,1.739880519
0.95907,1.739994407
0.95908,1.740108318
0.95909,1.740222251
0.9591,1.740336207
0.95911,1.740450185
0.95912,1.740564186
0.95913,1.740678209
0.95914,1.740792255
0.95915,1.740906324
0.95916,1.741020416
0.95917,1.74113453
0.95918,1.741248667
0.95919,1.741362826
0.9592,1.741477008
0.95921,1.741591213
0.95922,1.741705441
0.95923,1.741819691
0.95924,1.741933964
0.95925,1.74204826
0.95926,1.742162579
0.95927,1.74227692
0.95928,1.742391284
0.95929,1.742505671
0.9593,1.742620081
0.95931,1.742734513
0.95932,1.742848969
0.95933,1.742963447
0.95934,1.743077948
0.95935,1.743192472
0.95936,1.743307019
0.95937,1.743421588
0.95938,1.743536181
0.95939,1.743650796
0.9594,1.743765435
0.95941,1.743880096
0.95942,1.74399478
0.95943,1.744109488
0.95944,1.744224218
0.95945,1.744338971
0.95946,1.744453747
0.95947,1.744568546
0.95948,1.744683368
0.95949,1.744798213
0.9595,1.744913081
0.95951,1.745027972
0.95952,1.745142886
0.95953,1.745257823
0.95954,1.745372784
0.95955,1.745487767
0.95956,1.745602773
0.95957,1.745717803
0.95958,1.745832856
0.95959,1.745947931
0.9596,1.74606303
0.95961,1.746178152
0.95962,1.746293297
0.95963,1.746408465
0.95964,1.746523657
0.95965,1.746638871
0.95966,1.746754109
0.95967,1.74686937
0.95968,1.746984655
0.95969,1.747099962
0.9597,1.747215293
0.95971,1.747330647
0.95972,1.747446024
0.95973,1.747561424
0.95974,1.747676848
0.95975,1.747792295
0.95976,1.747907765
0.95977,1.748023259
0.95978,1.748138776
0.95979,1.748254316
0.9598,1.74836988
0.95981,1.748485467
0.95982,1.748601077
0.95983,1.748716711
0.95984,1.748832368
0.95985,1.748948048
0.95986,1.749063752
0.95987,1.74917948
0.95988,1.74929523
0.95989,1.749411005
0.9599,1.749526802
0.95991,1.749642623
0.95992,1.749758468
0.95993,1.749874336
0.95994,1.749990228
0.95995,1.750106143
0.95996,1.750222081
0.95997,1.750338044
0.95998,1.750454029
0.95999,1.750570038
0.96,1.750686071
0.96001,1.750802128
0.96002,1.750918208
0.96003,1.751034311
0.96004,1.751150438
0.96005,1.751266589
0.96006,1.751382764
0.96007,1.751498962
0.96008,1.751615183
0.96009,1.751731429
0.9601,1.751847698
0.96011,1.75196399
0.96012,1.752080307
0.96013,1.752196647
0.96014,1.752313011
0.96015,1.752429399
0.96016,1.75254581
0.96017,1.752662245
0.96018,1.752778704
0.96019,1.752895187
0.9602,1.753011693
0.96021,1.753128223
0.96022,1.753244777
0.96023,1.753361355
0.96024,1.753477957
0.96025,1.753594582
0.96026,1.753711232
0.96027,1.753827905
0.96028,1.753944602
0.96029,1.754061323
0.9603,1.754178068
0.96031,1.754294837
0.96032,1.75441163
0.96033,1.754528447
0.96034,1.754645287
0.96035,1.754762152
0.96036,1.75487904
0.96037,1.754995953
0.96038,1.75511289
0.96039,1.75522985
0.9604,1.755346835
0.96041,1.755463843
0.96042,1.755580876
0.96043,1.755697933
0.96044,1.755815013
0.96045,1.755932118
0.96046,1.756049247
0.96047,1.7561664
0.96048,1.756283577
0.96049,1.756400779
0.9605,1.756518004
0.96051,1.756635254
0.96052,1.756752527
0.96053,1.756869825
0.96054,1.756987147
0.96055,1.757104493
0.96056,1.757221864
0.96057,1.757339258
0.96058,1.757456677
0.96059,1.75757412
0.9606,1.757691588
0.96061,1.757809079
0.96062,1.757926595
0.96063,1.758044135
0.96064,1.7581617
0.96065,1.758279288
0.96066,1.758396901
0.96067,1.758514539
0.96068,1.758632201
0.96069,1.758749887
0.9607,1.758867597
0.96071,1.758985332
0.96072,1.759103091
0.96073,1.759220875
0.96074,1.759338683
0.96075,1.759456515
0.96076,1.759574372
0.96077,1.759692253
0.96078,1.759810159
0.96079,1.759928089
0.9608,1.760046044
0.96081,1.760164023
0.96082,1.760282027
0.96083,1.760400055
0.96084,1.760518108
0.96085,1.760636185
0.96086,1.760754287
0.96087,1.760872414
0.96088,1.760990565
0.96089,1.76110874
0.9609,1.76122694
0.96091,1.761345165
0.96092,1.761463415
0.96093,1.761581689
0.96094,1.761699987
0.96095,1.761818311
0.96096,1.761936659
0.96097,1.762055031
0.96098,1.762173429
0.96099,1.762291851
0.961,1.762410298
0.96101,1.762528769
0.96102,1.762647266
0.96103,1.762765787
0.96104,1.762884333
0.96105,1.763002903
0.96106,1.763121499
0.96107,1.763240119
0.96108,1.763358764
0.96109,1.763477434
0.9611,1.763596128
0.96111,1.763714848
0.96112,1.763833592
0.96113,1.763952362
0.96114,1.764071156
0.96115,1.764189975
0.96116,1.764308819
0.96117,1.764427688
0.96118,1.764546582
0.96119,1.764665501
0.9612,1.764784444
0.96121,1.764903413
0.96122,1.765022407
0.96123,1.765141425
0.96124,1.765260469
0.96125,1.765379538
0.96126,1.765498632
0.96127,1.76561775
0.96128,1.765736894
0.96129,1.765856063
0.9613,1.765975257
0.96131,1.766094476
0.96132,1.766213721
0.96133,1.76633299
0.96134,1.766452285
0.96135,1.766571604
0.96136,1.766690949
0.96137,1.766810319
0.96138,1.766929714
0.96139,1.767049134
0.9614,1.76716858
0.96141,1.767288051
0.96142,1.767407547
0.96143,1.767527068
0.96144,1.767646614
0.96145,1.767766186
0.96146,1.767885783
0.96147,1.768005405
0.96148,1.768125053
0.96149,1.768244726
0.9615,1.768364424
0.96151,1.768484148
0.96152,1.768603897
0.96153,1.768723671
0.96154,1.768843471
0.96155,1.768963296
0.96156,1.769083147
0.96157,1.769203022
0.96158,1.769322924
0.96159,1.769442851
0.9616,1.769562803
0.96161,1.769682781
0.96162,1.769802784
0.96163,1.769922812
0.96164,1.770042867
0.96165,1.770162946
0.96166,1.770283052
0.96167,1.770403182
0.96168,1.770523339
0.96169,1.770643521
0.9617,1.770763728
0.96171,1.770883961
0.96172,1.77100422
0.96173,1.771124504
0.96174,1.771244814
0.96175,1.77136515
0.96176,1.771485511
0.96177,1.771605898
0.96178,1.77172631
0.96179,1.771846749
0.9618,1.771967213
0.96181,1.772087702
0.96182,1.772208218
0.96183,1.772328759
0.96184,1.772449326
0.96185,1.772569919
0.96186,1.772690537
0.96187,1.772811181
0.96188,1.772931851
0.96189,1.773052547
0.9619,1.773173269
0.96191,1.773294017
0.96192,1.77341479
0.96193,1.77353559
0.96194,1.773656415
0.96195,1.773777266
0.96196,1.773898143
0.96197,1.774019046
0.96198,1.774139975
0.96199,1.77426093
0.962,1.77438191
0.96201,1.774502917
0.96202,1.77462395
0.96203,1.774745009
0.96204,1.774866093
0.96205,1.774987204
0.96206,1.775108341
0.96207,1.775229504
0.96208,1.775350693
0.96209,1.775471908
0.9621,1.775593149
0.96211,1.775714416
0.96212,1.77583571
0.96213,1.775957029
0.96214,1.776078375
0.96215,1.776199747
0.96216,1.776321145
0.96217,1.776442569
0.96218,1.776564019
0.96219,1.776685496
0.9622,1.776806999
0.96221,1.776928528
0.96222,1.777050083
0.96223,1.777171664
0.96224,1.777293272
0.96225,1.777414906
0.96226,1.777536567
0.96227,1.777658254
0.96228,1.777779967
0.96229,1.777901706
0.9623,1.778023472
0.96231,1.778145264
0.96232,1.778267082
0.96233,1.778388927
0.96234,1.778510799
0.96235,1.778632696
0.96236,1.77875462
0.96237,1.778876571
0.96238,1.778998548
0.96239,1.779120552
0.9624,1.779242582
0.96241,1.779364638
0.96242,1.779486721
0.96243,1.779608831
0.96244,1.779730967
0.96245,1.77985313
0.96246,1.779975319
0.96247,1.780097535
0.96248,1.780219777
0.96249,1.780342046
0.9625,1.780464342
0.96251,1.780586664
0.96252,1.780709013
0.96253,1.780831388
0.96254,1.780953791
0.96255,1.78107622
0.96256,1.781198675
0.96257,1.781321158
0.96258,1.781443667
0.96259,1.781566203
0.9626,1.781688765
0.96261,1.781811355
0.96262,1.781933971
0.96263,1.782056614
0.96264,1.782179283
0.96265,1.78230198
0.96266,1.782424703
0.96267,1.782547454
0.96268,1.782670231
0.96269,1.782793035
0.9627,1.782915866
0.96271,1.783038724
0.96272,1.783161608
0.96273,1.78328452
0.96274,1.783407459
0.96275,1.783530424
0.96276,1.783653417
0.96277,1.783776436
0.96278,1.783899483
0.96279,1.784022556
0.9628,1.784145657
0.96281,1.784268784
0.96282,1.784391939
0.96283,1.784515121
0.96284,1.78463833
0.96285,1.784761566
0.96286,1.784884829
0.96287,1.785008119
0.96288,1.785131436
0.96289,1.785254781
0.9629,1.785378152
0.96291,1.785501551
0.96292,1.785624977
0.96293,1.78574843
0.96294,1.785871911
0.96295,1.785995418
0.96296,1.786118953
0.96297,1.786242515
0.96298,1.786366105
0.96299,1.786489721
0.963,1.786613365
0.96301,1.786737037
0.96302,1.786860736
0.96303,1.786984462
0.96304,1.787108215
0.96305,1.787231996
0.96306,1.787355804
0.96307,1.78747964
0.96308,1.787603503
0.96309,1.787727393
0.9631,1.787851311
0.96311,1.787975256
0.96312,1.788099229
0.96313,1.788223229
0.96314,1.788347257
0.96315,1.788471312
0.96316,1.788595395
0.96317,1.788719506
0.96318,1.788843644
0.96319,1.788967809
0.9632,1.789092002
0.96321,1.789216223
0.96322,1.789340471
0.96323,1.789464747
0.96324,1.789589051
0.96325,1.789713382
0.96326,1.789837741
0.96327,1.789962127
0.96328,1.790086542
0.96329,1.790210984
0.9633,1.790335454
0.96331,1.790459951
0.96332,1.790584476
0.96333,1.790709029
0.96334,1.79083361
0.96335,1.790958219
0.96336,1.791082855
0.96337,1.791207519
0.96338,1.791332212
0.96339,1.791456931
0.9634,1.791581679
0.96341,1.791706455
0.96342,1.791831259
0.96343,1.79195609
0.96344,1.79208095
0.96345,1.792205837
0.96346,1.792330752
0.96347,1.792455696
0.96348,1.792580667
0.96349,1.792705666
0.9635,1.792830694
0.96351,1.792955749
0.96352,1.793080833
0.96353,1.793205944
0.96354,1.793331084
0.96355,1.793456251
0.96356,1.793581447
0.96357,1.793706671
0.96358,1.793831923
0.96359,1.793957203
0.9636,1.794082511
0.96361,1.794207848
0.96362,1.794333213
0.96363,1.794458605
0.96364,1.794584027
0.96365,1.794709476
0.96366,1.794834954
0.96367,1.794960459
0.96368,1.795085994
0.96369,1.795211556
0.9637,1.795337147
0.96371,1.795462766
0.96372,1.795588413
0.96373,1.795714089
0.96374,1.795839793
0.96375,1.795965526
0.96376,1.796091287
0.96377,1.796217076
0.96378,1.796342894
0.96379,1.79646874
0.9638,1.796594615
0.96381,1.796720518
0.96382,1.796846449
0.96383,1.796972409
0.96384,1.797098398
0.96385,1.797224415
0.96386,1.797350461
0.96387,1.797476535
0.96388,1.797602638
0.96389,1.79772877
0.9639,1.79785493
0.96391,1.797981118
0.96392,1.798107336
0.96393,1.798233582
0.96394,1.798359856
0.96395,1.79848616
0.96396,1.798612492
0.96397,1.798738852
0.96398,1.798865242
0.96399,1.79899166
0.964,1.799118107
0.96401,1.799244583
0.96402,1.799371087
0.96403,1.79949762
0.96404,1.799624183
0.96405,1.799750773
0.96406,1.799877393
0.96407,1.800004042
0.96408,1.80013072
0.96409,1.800257426
0.9641,1.800384161
0.96411,1.800510926
0.96412,1.800637719
0.96413,1.800764541
0.96414,1.800891392
0.96415,1.801018272
0.96416,1.801145181
0.96417,1.80127212
0.96418,1.801399087
0.96419,1.801526083
0.9642,1.801653108
0.96421,1.801780163
0.96422,1.801907246
0.96423,1.802034359
0.96424,1.8021615
0.96425,1.802288671
0.96426,1.802415871
0.96427,1.8025431
0.96428,1.802670359
0.96429,1.802797646
0.9643,1.802924963
0.96431,1.803052309
0.96432,1.803179684
0.96433,1.803307089
0.96434,1.803434522
0.96435,1.803561985
0.96436,1.803689478
0.96437,1.803816999
0.96438,1.80394455
0.96439,1.804072131
0.9644,1.804199741
0.96441,1.80432738
0.96442,1.804455048
0.96443,1.804582746
0.96444,1.804710474
0.96445,1.804838231
0.96446,1.804966017
0.96447,1.805093833
0.96448,1.805221678
0.96449,1.805349553
0.9645,1.805477457
0.96451,1.805605391
0.96452,1.805733354
0.96453,1.805861347
0.96454,1.80598937
0.96455,1.806117422
0.96456,1.806245504
0.96457,1.806373616
0.96458,1.806501757
0.96459,1.806629927
0.9646,1.806758128
0.96461,1.806886358
0.96462,1.807014618
0.96463,1.807142908
0.96464,1.807271227
0.96465,1.807399576
0.96466,1.807527955
0.96467,1.807656364
0.96468,1.807784802
0.96469,1.807913271
0.9647,1.808041769
0.96471,1.808170297
0.96472,1.808298855
0.96473,1.808427443
0.96474,1.808556061
0.96475,1.808684708
0.96476,1.808813386
0.96477,1.808942093
0.96478,1.809070831
0.96479,1.809199598
0.9648,1.809328396
0.96481,1.809457224
0.96482,1.809586081
0.96483,1.809714969
0.96484,1.809843887
0.96485,1.809972834
0.96486,1.810101812
0.96487,1.81023082
0.96488,1.810359859
0.96489,1.810488927
0.9649,1.810618025
0.96491,1.810747154
0.96492,1.810876313
0.96493,1.811005502
0.96494,1.811134721
0.96495,1.811263971
0.96496,1.811393251
0.96497,1.811522561
0.96498,1.811651901
0.96499,1.811781272
0.965,1.811910673
0.96501,1.812040104
0.96502,1.812169566
0.96503,1.812299058
0.96504,1.812428581
0.96505,1.812558134
0.96506,1.812687717
0.96507,1.812817331
0.96508,1.812946975
0.96509,1.81307665
0.9651,1.813206355
0.96511,1.813336091
0.96512,1.813465857
0.96513,1.813595654
0.96514,1.813725482
0.96515,1.81385534
0.96516,1.813985228
0.96517,1.814115147
0.96518,1.814245097
0.96519,1.814375078
0.9652,1.814505089
0.96521,1.814635131
0.96522,1.814765203
0.96523,1.814895306
0.96524,1.81502544
0.96525,1.815155605
0.96526,1.8152858
0.96527,1.815416027
0.96528,1.815546284
0.96529,1.815676571
0.9653,1.81580689
0.96531,1.81593724
0.96532,1.81606762
0.96533,1.816198031
0.96534,1.816328473
0.96535,1.816458946
0.96536,1.81658945
0.96537,1.816719985
0.96538,1.816850551
0.96539,1.816981148
0.9654,1.817111776
0.96541,1.817242435
0.96542,1.817373125
0.96543,1.817503846
0.96544,1.817634598
0.96545,1.817765381
0.96546,1.817896195
0.96547,1.81802704
0.96548,1.818157917
0.96549,1.818288824
0.9655,1.818419763
0.96551,1.818550733
0.96552,1.818681734
0.96553,1.818812767
0.96554,1.81894383
0.96555,1.819074925
0.96556,1.819206051
0.96557,1.819337209
0.96558,1.819468397
0.96559,1.819599617
0.9656,1.819730869
0.96561,1.819862151
0.96562,1.819993466
0.96563,1.820124811
0.96564,1.820256188
0.96565,1.820387596
0.96566,1.820519036
0.96567,1.820650507
0.96568,1.82078201
0.96569,1.820913544
0.9657,1.82104511
0.96571,1.821176707
0.96572,1.821308336
0.96573,1.821439996
0.96574,1.821571688
0.96575,1.821703412
0.96576,1.821835167
0.96577,1.821966954
0.96578,1.822098772
0.96579,1.822230622
0.9658,1.822362504
0.96581,1.822494418
0.96582,1.822626363
0.96583,1.82275834
0.96584,1.822890349
0.96585,1.823022389
0.96586,1.823154461
0.96587,1.823286565
0.96588,1.823418701
0.96589,1.823550869
0.9659,1.823683069
0.96591,1.8238153
0.96592,1.823947564
0.96593,1.824079859
0.96594,1.824212186
0.96595,1.824344545
0.96596,1.824476936
0.96597,1.82460936
0.96598,1.824741815
0.96599,1.824874302
0.966,1.825006821
0.96601,1.825139372
0.96602,1.825271956
0.96603,1.825404571
0.96604,1.825537219
0.96605,1.825669898
0.96606,1.82580261
0.96607,1.825935354
0.96608,1.82606813
0.96609,1.826200939
0.9661,1.826333779
0.96611,1.826466652
0.96612,1.826599557
0.96613,1.826732495
0.96614,1.826865464
0.96615,1.826998466
0.96616,1.827131501
0.96617,1.827264567
0.96618,1.827397666
0.96619,1.827530798
0.9662,1.827663961
0.96621,1.827797157
0.96622,1.827930386
0.96623,1.828063647
0.96624,1.828196941
0.96625,1.828330267
0.96626,1.828463625
0.96627,1.828597016
0.96628,1.82873044
0.96629,1.828863896
0.9663,1.828997385
0.96631,1.829130906
0.96632,1.82926446
0.96633,1.829398047
0.96634,1.829531666
0.96635,1.829665318
0.96636,1.829799003
0.96637,1.82993272
0.96638,1.83006647
0.96639,1.830200253
0.9664,1.830334069
0.96641,1.830467917
0.96642,1.830601798
0.96643,1.830735712
0.96644,1.830869659
0.96645,1.831003639
0.96646,1.831137651
0.96647,1.831271697
0.96648,1.831405775
0.96649,1.831539886
0.9665,1.83167403
0.96651,1.831808208
0.96652,1.831942418
0.96653,1.832076661
0.96654,1.832210937
0.96655,1.832345247
0.96656,1.832479589
0.96657,1.832613964
0.96658,1.832748373
0.96659,1.832882814
0.9666,1.833017289
0.96661,1.833151797
0.96662,1.833286338
0.96663,1.833420912
0.96664,1.83355552
0.96665,1.833690161
0.96666,1.833824835
0.96667,1.833959542
0.96668,1.834094282
0.96669,1.834229056
0.9667,1.834363863
0.96671,1.834498704
0.96672,1.834633578
0.96673,1.834768485
0.96674,1.834903426
0.96675,1.8350384
0.96676,1.835173407
0.96677,1.835308448
0.96678,1.835443523
0.96679,1.835578631
0.9668,1.835713772
0.96681,1.835848947
0.96682,1.835984156
0.96683,1.836119398
0.96684,1.836254674
0.96685,1.836389983
0.96686,1.836525326
0.96687,1.836660703
0.96688,1.836796113
0.96689,1.836931557
0.9669,1.837067034
0.96691,1.837202546
0.96692,1.837338091
0.96693,1.83747367
0.96694,1.837609283
0.96695,1.837744929
0.96696,1.837880609
0.96697,1.838016324
0.96698,1.838152072
0.96699,1.838287853
0.967,1.838423669
0.96701,1.838559519
0.96702,1.838695403
0.96703,1.83883132
0.96704,1.838967272
0.96705,1.839103257
0.96706,1.839239277
0.96707,1.839375331
0.96708,1.839511418
0.96709,1.83964754
0.9671,1.839783696
0.96711,1.839919886
0.96712,1.84005611
0.96713,1.840192368
0.96714,1.840328661
0.96715,1.840464988
0.96716,1.840601348
0.96717,1.840737744
0.96718,1.840874173
0.96719,1.841010637
0.9672,1.841147134
0.96721,1.841283667
0.96722,1.841420233
0.96723,1.841556834
0.96724,1.841693469
0.96725,1.841830139
0.96726,1.841966843
0.96727,1.842103582
0.96728,1.842240355
0.96729,1.842377162
0.9673,1.842514004
0.96731,1.842650881
